,term,Alternate forms and synonyms.,Other language examples (back translations),Meaning notes. Definitions.,Related (but different) terms,other consultant suggestions / comments / entries,Galen's rationale,Galen's notes/drafts,,,,,,,,,,,,,,,,,,,,,,,
n,Yosua,,,"Joshua lived around 1400 years before Jesus. His name means ""God Saves"". He was one of the 12 spies that Moses sent into Canaan. Joshua became leader of the Israelites when Moses died, until they conquered Canaan. (He said, ""As for me and my family, we will follow God."")
(The name Joshua means the LORD saves. The name Jesus is a form of the name Joshua.)",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Yehuda,,,"Judah was one of Jacob's twelve sons. His mother was Leah. He became the ancestor of the Israelite tribe of Judah.
After King Solomon died, the northern tribes were still called Israel, whilst the two southern tribes were called Judah in Hebrew, and called Judea in Latin. (The name Judah means Praise.)",Yudea,,"GC 08-Mar-2019

RR: should a note be made here about Judah also being a country split off from Israel?",,,,,,,,,,,,,,,,,,,,,,,,
n,Yudea,,,Judea is name of the province or area where the tribe of Judah lived.,Yehuda,Judea is name of province/area where tribe of Judah lived. (Hilkka),,,,,,,,,,,,,,,,,,,,,,,,,
t,hakim,Hakim-hakim,"leader of the Jews in Kanaan land (G);
man (who) descides (solution for) disputes/talk (U);","In ancient times, before there was a king in Israel, judges ruled over tribes. These judges or leaders had authority to settle disputes and arguements, and even to lead soldiers in battle.
To judge is to make a decision.
A judge in modern times is usually the one to make or announce a final decision in a court.","raja, nabi",other language: man (who) decides (solution for) disputes/talk (urt),GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,adil,"keadilan, setimpal, benar, membenarkan, dibenarkan","one is held to be good in (God's) presence (G);
Set someone right (W); call them straight ones (R); call them straight in his eyes (R);
tell correctly people's works (G);
","Justice means obeying laws or standards. A just person obeys laws. A just judge decides cases by what the law says. God is just when he rewards or punishes others by what his own laws say.  God accepts as righteous or justified, those who believe his promises, as Abraham did. Although our good works show that we have faith, it is our faith that justifies or saves us. (God does not justify those who try to earn their salvation.)","baik, jahat",,,,,,,,,,,,,,,,,,,,,,,,,,
n,Ketura,,,"After Abraham's wife Sarah died, he married a woman named Keturah, who bore several chidren. (The name Keturah may mean Incense or Sweet Smell.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,murah hati,"kemurahan, kemurahan hati, kebaikan, kebaikan hati, baik hati, baik","doing good to people (G);
",Kindness is doing good for other people in a gentle manner. ,rahmat,"take out: showing pity to people (because it is mercy, not kindness) (hilkka)",GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,raja ,Raja-raja,"ruler/authority person;
Chief (G); king (R);
","A king remains the highest ruler over a kingdom or nation until he dies. Some nations worshipped their king as a god. (Some nations, kingdoms or empires called their kings by different titles or names, e.g., Rome called its king Cesaer; Egypt called its king Pharaoh; the Philistines called their king Abimelech).","Kaisar, Firaun, Abimelekh",,,,,,,,,,,,,,,,,,,,,,,,,,
t,kerajaan,"kerajaan-kerajaan, kekaisaran",,"A kingdom is wherever a king rules over land and people. An empire is wherever a king rules over many lands and peoples. Sometimes the word ""throne"" symbolizes kingdom.","bangsa, negeri",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,Kerajaan Allah,Kerajaan Surga,"realm of God;
How God rules [reigns] over everything;
God's ruling of people (G); government of God (R); ","The Kingdom of God exists wherever humans obey God as their king:  Jesus, because he is the King, brought God's Kingdom to earth when he came into the world.  God's Kingdom includes all those who welcome Jesus to rule over them as their King, both in heaven and on earth.
Sometimes the word ""throne"" (king's chair) is used to symbolize kingdom.",,,"RR: #3 definition seems to contradict #1.  If Jesus (and God) are truly all-powerful and have all authority, then it seems to me that Jesus has been and is currently the king over earth and heaven.  He is the High King.  Currently there are many ""under kings"" reigning on earth, but they are under Jesus' sovereignty.  Perhaps #3 should say something more like One day Jesus will do away with all other earthly kings and he himself will reign soley, visibly as King of earth when earth and heaven are once again rejoined/renewed.
GC: God's eternal sovereign rule over his creation and its creatures, to my knowledge, is not called 'Kingdom of God' in Scripture, only in abstract theology. Theology can inform translators, but should not introduce extraneious infomation into translation of specific verses.
RR: I feel more comfortable in having information that is general here, rather than trying to define past, present, future and eternal kingdoms (which is more a theological extraction than clearly deliniated in Scripture).
GC 08-Feb-19","The Kingdom of God exists wherever humans obey God as their king. Because Jesus is the divine King, he brought God's Kingdom to earth when he came into the world.",,,,,,,,,,,,,,,,,,,,,,,
t,pengetahuan,"tahu, diketahui, mengetahui",the real knowing of things (G);,"Knowledge  or 'to know' may mean (1) everything that people can remember and talk about; (2) ideas or thoughts that people believe to be true; (3) to enjoy being with someone or belonging to God; or (4) to conceive children together.
Wisdom is skill in how to use knowledge to do good actions.","hikmat, bijaksana",,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Korah,,,"Korah led a rebellion against Moses and Aaron. So, God caused the ground to crack open, and Korah and all who followed him fell into the crack and died.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Laban,,,"Laban was Jacob's uncle, Rebecca's brother, who lived in Haran. Laban was the father of Leah and Rachel who became Jacob's wives. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,danau Galilea,,,"Lake Galilee is a large body of deep fresh water in northern Israel, from which the Jordan River flows southwards.",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Anak domba Allah,,"adolescent man sheep of God (K); young/small sheep of God (R, W)","John the Baptist called Jesus the Lamb of God, because he knew that Jesus would die as a sacrifice, so that God would forgive us humans of our sins. (The Book of Revelation calls Jesus the Lamb that was slain or killed but has come back to life.)",,,"As essential element of the Good News is that Jesus was crucified because of our sins. Romans explains that Jesus' death exonorates God who forgives guilty sinners. However, the idea of substitution seems a modern, evangelical metaphone that displaces attention away from the holiness of God onto a kind of punishment theme, perhaps a useful idea though hard to prove scripturally.",,,,,,,,,,,,,,,,,,,,,,,,
t,kaki dian,"lampu, kandil, lentera ",,"A lampstand is a lamp, made of metal, that supports one or more flames of fire, and holds their fuel.",,GC: ,Distinguished from clay lamps and from fire pots.,,,,,,,,,,,,,,,,,,,,,,,,
t,tanah,"bumi, negeri",earth/land (G);,"Land can mean (1) the ground upon which we walk, (2) the soil in which we plant seed, (3) the country in which we dwell, or (4) the earth (the part of our plantet) that is not covered by sea water.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,hukum Musa,hukum,the words of Moses of long ago (G); instructions from God through Moses; Way of Moses (W);,"The Law contains the rules and instructions that God revealed to Moses for the Israelites. The law (1) tells actions that please God, and (2) show us humans how sinful we are. The Law remains good, but only faith in God can save us from from hell. (Christians live by obeying Jesus' commandments (the primary one of which is to believe in Him), not by obeying the Law.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,pemimpin,Pemimpin-pemimpin,ones who guide you (G); head man (U),"A leader is someone who points to the way in which others must go. Very powerful leaders were called kings or emperors. Less powerful ones were called chiefs, governors or elders. Least powerful ones were family heads and work bosses.","raja, gubernur, tua-tua",other language: head man (urt),,,,,,,,,,,,,,,,,,,,,,,,,
t,kusta,"orang kusta, orang-orang kusta",lepra (R),"Leprosy is a serious skin disease. People who had the leprosy illness were called lepers. Those who suffered from this disease in Bible times were required to live apart from other people. (Although healthy people would never touch a leper, Jeus touched lepers when he healed them.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Lewi,"orang Lewi, orang-orang Lewi",from the clan of Lewi (R); from the clan of Liwai (K),"Levi was one of the twelve sons of Jacob, the ancestor of the Israelite tribe called Levi. In Israel, only Levites were allowed to serve as priests and workers in the temple at Jerusalem. Aaron was a Levite. Matthew, who wrote the Gospel, was also called Levi. (The Christians' high priest is Jesus who came from the tribe of Judah.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,singa,Singa-singa ,laion (K); large cat / jaguar (G); simba (W);,"Lions are very large, strong, brave cats that kill and eat other large animals... (They have sharp teeth and long claws that retract.) (Lions are dangerous and can kill people.) (Kings were often compared to lions.) (Jesus is called the Lion of the Tribe of Judah.)",,jaguar and simba not helpful in PNG,,,,,,,,,,,,,,,,,,,,,,,,,
t,ternak,,,"Livestock are domesticated (non wild) animals like goats, cows, camels, donkeys, sheep etc) that people keep together and look after near their homes in order to support themselves","kawanan, gembala",,,,,,,,,,,,,,,,,,,,,,,,,,
t,Belalang-belalang,belalang,,Locust are flying insects (something like a grasshopper) that may come in swarms and destroy crops and other plants. Some people eat locusts for food.,,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,Tuhan ,,Most High God; Big/Great person; the owner/boss of all people (G); rich & important man (R); big (K); Owner (W);,Lord means (1) The Only Creator God; (2) owner of land or of slaves; (3) husband; (4) a spirit that rules over other spirits; and (5) a title of respect like Sir.,Allah,,"Of course, in English LORD translates the Hebrew YHWH, which the LXX translated as kurios, lord, without a definite article. Hence the practice of substituting LORD for Yahweh, and of referring to Jesus as Lord. Lord also translates the Hebrew Adonai (My Lords) used only of God.",,,,,,,,,,,,,,,,,,,,,,,,
n,Lot,,,"Lot was Abraham's nephew (brother's son). Lot dwealt near Abraham. But when both men had big herds of cattle, they separated. Abraham chose to dwell in tents, whilst Lot went and dwelt in the evil city of Sodom. (Lot became the ancestor of the Moabites and of the Amonites, enemies of the Israelites.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Lot,,,"Lot was Abraham's nephew (brother's son). Lot dwealt near Abraham. But when both men had big herds of cattle, they separated. Abraham chose to dwell in tents, whilst Lot went and dwelt in the evil city of Sodom. (Lot became the ancestor of the Moabites and of the Amonites, enemies of the Israelites.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,kasih,"cinta, mencintai, mengasihi, dikasihi, cintailah",Want (W);,"Love means we seek to treat others in ways that we want them to treat us. God loved us by sending Jesus to save us, and we love one another by meeting real needs, while trying not to offend others. The Bible says that the best kind of love is to gladly die to self (or deny one's self) in order to help a friend.","baik, rahmat, kasih karunia",,other lg example weard: want (W)???. E.g. better to say like a lot.,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,
t,Orang-orang majus,,sky watchers (W);star men; star knowers (G); men who studied the stars; lords of knowledge (W);,"Wise men in the East who studied the sky and the stars, to discern signals or messages from God.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Manasye,,,Manasseh was the older of Joseph's two sons. Manasseh became an ancestor of a tribe of Israel. (The name Manasseh means Forget.),,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,manna,,"maanaa (R);
food which falls from the sky (G);
","Manna was food that that God gave to the Israelites during their 40-year wandering between Egypt and Canaan. In the Hebrew language, manna means ""what is it?"".  It was something like sweet bread without yeast.  Every morning, except the Sabbath, the Israelites would gather manna from the ground around their camp site. (Manna has a pleasant taste, but it spoiled quickly.)",roti,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Markus,,,"Mark was a common Roman name. A young Jewish man named John Mark, who had known Jesus, wrote the Gospel of Mark and helped Luke write the Gospel of Luke.",,"This is not essential:  failed as a Christian missionary -  rather he quarreled with Paul, but is that necessary to mention here? (Hilkka)",GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Maria,,,"The name Mary may mean Wished-for or Bitter. In the New Testament of the Bible, several women are named Mary, including Jesus' mother and a disciple from Magdala. The sister to Lazarus and Martha was also called Mary, from Bethany.",,," Several different women named Mary are mentioned in the New Testament: (1) Mary the mother of Jesus. (2) Mary of Magdala. Jesus drove seven evil spirits from her, and she became one of his followers (Matthew 27:55–56; Mark 16:9; Luke 8:2; John 20:1–2; 11–18, and other passages). (3) Mary of Bethany, the sister of Martha and Lazarus. She sat at the feet of Jesus and listened to his teaching (Luke 10:38–42; John 11:1–5; 12:1–7). (4) Mary the mother of James and Joseph. This Mary may be the same person as Mary the wife of Cleopas, but this is not certain (Matthew 27:56; Mark 15:40; 16:1; Luke 24:10). (5)Mary the mother of John Mark. This Mary had a house in Jerusalem where the disciples of Jesus used to meet (Acts 12:12).",,,,,,,,,,,,,,,,,,,,,,,,
n,Matius,,,"Matthew, also known as Levi, was an educated man, a tax collector when Jesus called him to be his disciple.  Matthew wrote a gospel book about the life of Jesus.",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Media,"orang Media, orang-orang Media",,"The Medes are an Iranian tribe. In the 7th century BC, they founded a kingdom called Media that allied with the Persians to attack Babylon. King Darius was a Mede.",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Melkisedek,,,"Melchizedek means My King is Just. He was king of Salem, and a priest who served the Most-High God. He once blessed Abraham who then paid him with a gift (a tenth, or a tithe). Because Melchizedek did came from a priestly family, he was priest like Jesus who did not come from the priestly tribe of Levi (yet both became legitimate priests by virtue of their obedience to the Most High God.)",,,"""Without geneology."" Geneology was a requirement for Levitical priests. Netither Melchizedek nor Jesus had preiestly credentials, yet both became legitimate priests by virtue of their obedience to the Most High God.",,,,,,,,,,,,,,,,,,,,,,,,
n,Mefiboset,,,"Mephibosheth was a son of Jonathan. His feet were broken when he was a child. After David became king, he showed much kindness to Mephibosheth.",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,rahmat,"belas kasihan, kasihan",love/pity (R),Mercy is compassion shown to offenders or enemies. God shows mercy when he provides for his creatures. Jesus showed mercy when he healed the sick and raised the dead. ,"kasih, kasih karunia, kemurahan hati",Mercy is compassion shown to enemies or offenders. (I don't think it needs to meet material needs/HiA). (Hilkka),"GC: Do you want to contrast with grace?
RR: users can look up grace and get the contrast.",,,,,,,,,,,,,,,,,,,,,,,,
t,Mesias,Kristus,"The King (whom) God promised to send;
Our Truly Important Chief (G); the appointed man (U);
Al-Masih (W); Kaarisito (R); Mesaia (K)
","The Hebrew word Messiah, and the Greek word Christ, translate Anointed. In the OT part of the Bible, they called kings ‘anointed,’ after a prophet poured oil on their head. In the NT part of the Bible, Jesus is called the Christ, the Messiah, and God’s Anointed. ","raja, Anak Allah",other language: the appointed man (urt).; These are not helful in PNG: Al-Masih (W); Kaarisito (R,,,,,,,,,,,,,,,,,,,,,,,,,
n,Mikhal,,,"Michal was King Saul's daughter. She loved David who married her while he was still serving King Saul. Years later, she rebuked David after he danced in the streets of Jerusalem. She bore no children.",,,GC 25-Apr-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Midian,"orang Midian, orang-orang Midian",,"Midian was the fourth son of Abraham's second wife, Keturah. The Land of Midian was in northwest Arabia, to where Moses fled from Egypt.  People from the Land of Midian were called Midianites. They would raid and rob Israel during the time of the Judges. God strengthened Gideon to defeat the invading Midianites.",,,"GC 08-Feb-19

Gideon did not go conquer Midia.","


",,,,,,,,,,,,,,,,,,,,,,,
t,mukjizat,"mukjizat-mukjizat, keajaiban, keajaiban-keajaiban","something that caused people to be surprised (G);
","A miracle is anything that only God can do. Jesus did miracles to show he was God, and his apostles could do miracles to show that they were messengers from God. Miracles are also called signs and wonders. Miracles are not magic or tricks or deception.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Miryam,,,Miriam was a sister of Moses and of Aaron. She was a prophetess who taught songs to the Israelites.,,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Moab,"orang Moab, orang-orang Moab",,"Moab was a son of Abraham's nephew Lot. Moab's desendents were the Moabites, who dwelt in Moab, to the southeast of Israel across the Jordan River. The Moabites worshipped the god Molech by sacrificing their children. Ruth was a Moabite who became an ancestor of King David and Jesus.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Molokh,,,"Molech is an evil spirit and a god or idol worshiped by some pagans. In some countries, worshippers sacrificed their own children to idols of Molech. Some Israelites at Jerusalem made the Lord very angry when they sacrificed their children. (The name Molech means King of death.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Mordekhai,,,Mordecai was a Jewish exile who worked in Persian King Xerxes' palace. He reared his orphan cousin Esther who became Xerxes' queen. Xerxes rewarded Mordecai for his faithful service.,,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Musa,,Musa (W from Ar),"Moses lived around 1450 years before Jesus. He was born to a Hebrew slave family in Egypt, but was adopted by an Egyptian princess. Moses left Egpyt at age 40, but God sent him back to Egypt at age 80, to lead the Hebrews to Canaan. God revealed his Law to Moses (who wrote the first books of the Old Testament).",,arabic ref.,,,,,,,,,,,,,,,,,,,,,,,,,
t,sesawi,,mastad (K),"Mustard is a kind of spice plant that has tiny seeds that grow into a big plant. Jesus said, ""If you have faith as a mustard seed, you can move mountains.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,mur,,sticky substance of perfume called mira (R); good smelling sap of a tree called mira (K); sap that smells (W),"Myrrh is a costly, sweet-smelling sap or resin of a certain tree. The Jews used myrr for medicine, because it makes a person sleepy so that he does not feel much pain. They also applied myrrh to dead bodies for burial.",kemenyan,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Naaman,,,"Naaman lived about 800 years before Jesus in the country of Syria where he was a commander of soldiers. He was a pagan (Gentile), not a Jew, and he suffered with a skin disease. The prophet Elisha told him to go bathe in the Jordan river. Naaman obeyed and was healed, becoming a believer in Israel's God. (Jesus told the Jews that God accepted Namaan who did not obey Moses' Law.) (The name Naaman means Pleasant.)",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Naomi,,,"Naomi was a woman of Israel who migrated with her husband to Moab, returning to Israel after the deaths of her husband and sons.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,narwastu,,perfume called naad (R); good smelling liquid called nad (K);,Nard is an oily perfum made from the sap of a plant called spikenard. A woman once bought some nard and anointed Jesus' feet with it. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
n ,Natan,,,There were several men named Nathan. The Prophet Nathan often brought messages from from the LORD to King David. David named a son Nathan. (Than name Nathan means He Gives.),,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Natanael,,,Several men were named Nathanael. A Nathanael was one of Jesus' first disciples. (The name Nathanael  means God gives.),,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,bangsa,Bangsa-bangsa,"people (G); kingdom (W);
",Nations are many people who agree to be governed together. Kingdoms are nations ruled by a king. Empires are several nations governed by one supreme ruler.,"negeri, kekaisaran, kerajaan",,,,,,,,,,,,,,,,,,,,,,,,,,
n,Nazaret,,,Nazareth was a village in the Provice of Galilee to the North of Judah. Joseph brought Mary and Jesus to dwell in Nazareth after they returned from Egypt.,,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Nebukadnezar,,,"Nebuchadnezzar was a pagan king of Babylon from 605 till 562 BC. He deported Israelites to exhile in Babylon, and later believed in Israel's God. (The name Nebuchadnezzar means May Nabu preserve my son.)",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Nehemia,,,Nehemiah was a Jewish high official in the Persian Empire. King Artaxerxes sent Nehemiah to Judah about 445 BC to rebuild Jersalem. (The name Nehemiah means the Lord comforts.),,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,sungai Nil,Nil,,"The Nile River flows northward through the entire county of Egypt, providing most of the county's water. Egyptians considered the Nile to be a sacrd source of life. God gave Moses the power to make the water in the Nile turn to blood.  (The source of the Nile River is located in Lake Victoria in Uganda.)",,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Niniwe,"orang Niniwe, orang-orang Niniwe",,"Nineveh was a great pagan city in the land of Assyria. (Assyrian soldiers used to torture their captives to death.) Around 800 years before Christ, God sent the prophet Jonah to warn the Ninevites that he was going to destroy them. When they heard Jonah's message, they wept and repented. Because of this, God forgave them and did not destroy them at that time. (When they repented, Jonah felt badly, because he had wanted the LORD to destroy Ninevah.)
The little book of Naham tells about when God later destroyed Nineveh.",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Nuh,,,"Noah lived around 2000 years before Jesus. His name means rest or comfort. In those days, humans were doing so much evil, that God ordered Noah to build a very big boat. 120 years later, God led pairs of animals and Noah's family into that boat. God then caused floods of water to cover the land, killing all humans and animals, except for those who were saved through the flood waters in the boat. (Thus, everyone alive today is a descendent of Noah and of his sons.) ",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,sumpah,"Sumpah-sumpah, bersumpah, bernazar, nazar, nazar-nazar","promise (R);
to truly declare what one is going to do (G);
bind talk (U);",An oath or vow is a solumn promise made before God and witnesses.,"perjanjian, janji, kutuk",other lg: bind talk (urt),,,,,,,,,,,,,,,,,,,,,,,,,
n,Obed-Edom,,,"King David once stored the Covenant Box in Obed-Edom's house, and the Lord prospered Obed-Edom. After David brought the Covenant Box to Jerusalem, he made Obed-Edom a gate keeper there. (The name Obed-Edom means Servant of Edom.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,zaitun,"zaitun-zaitun, minyak zaitun",tree of oliwa (R),"Olive is a kind of fruit-bearing tree. Humans eat olive fruit. They also press it to make cooking oil and medicine.Olive oil comes from crushing fruit from an olive tree. Olive oil was used to make food, and was applied to wounds as medicine. Prophets anointed priests and new kings by pouring oive oil on their head. Mount of Olives is also the name of a hill near Jerusalem where Jesus often stayed.  It had a garden/orchard of olive trees on it.",,,"The Mt of Olives is also called Har-Mokhed, which transliterates into Greek as Armageddon, and has nothing to do with the Mageddo Plains.",,,,,,,,,,,,,,,,,,,,,,,,
t,Omega,zet,Omegaa (R); finisher; ,"Omega is the name of the last letter of the Greek alphabet. Omega means Big O. The Book of Revelation calls Jesus the Alpha and the Omega, the Beginning and the End, (that is, the Creator and the Redeemer).",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Orpa,,,Orpha was a woman of Moab. She was a widow who had been married to one of Naomi's two sons.,Rut,,,,,,,,,,,,,,,,,,,,,,,,,,
t,istana,Istana-istana ,"the big house of the real cheif (G);
",A king's very large house.,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,Firdaus,,God's gathering place (W); Paradais (k); God's living place (G); ),"Paradise is a Greek word meaning ""beautiful garden."" (Pagans used this name for the dwelling place of their gods.) In the New Testament, Paradise refers to (1) the place in heaven where departed (dead) believers go, and (2) the future new earth-heaven where believers will dwell forever.",Eden,"refers to Allah/islam, Aajana not helpful in PNG (Hilkka)","Paradise is not used in the Bible to refer to Eden, does it?",,,,,,,,,,,,,,,,,,,,,,,,
n,Paulus,,,"Saul was a Jew who violently harmed Christians. After Jesus appeared to Saul, he became an apostle calling himself Paul. Paul suffered a lot while serving Jesus by telling the Good News and starting many new churches. Paul wrote ten letters that are now part of the New Testament of the Holy Bible.  (The name Paul means Little.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,mutiara,,"valuable stone inside a clamshell (R), egg of kina shell (R); (valuable) stone inside a clamshell (K); a very good stone called per (G); ","Pearl is an expensive kind of jewel that comes from the sea. (They are made by clams who, when an irritating piece of sand gets inside their shell, they secrete a milky white substance to cover the sand many times so it won't be irritating.  Pearls, being round and shiny, are used to make necklaces and jewelry.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Persia,"orang Persia, orang-orang Persia",,"The Persians are an Iranian tribe. In the 7th century BC, they allied with the Medes and conquered Babylonia. The Persian Empire ruled over much of the world for 100s of years.",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Petrus,Kefas,,"Simon was a fisherman who was also called Cephas. When Jesus called Simon to become a disciple, Jesus changed Simon's name to Peter. Peter was one of Jesus' twelve apostles. Jesus chose Peter be the first one to tell the Good News to Jews after Jesus died and rose, and to be the first one to tell the Good News to non-Jew or Gentiles. Peter wrote two letters of the New Testament of the Bible. (The name Peter means Rock.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Firaun,Firaun-firaun,Pero (in Egypt) (K); king over Egypt; head man of Egypt (U),Pharaoh is the name that ancient Egyptians gave to their kings. Each Pharaoh also had a personal name. Rich Pharaohs built huge burial tombs for themselves.,raja,head man of Egypt (urt),,,,,,,,,,,,,,,,,,,,,,,,,
n,Farisi,"orang Farisi, orang-orang Farisi","Jewish religious leader;
Farasi;
","Pharisees were Jewish religious leaders and teachers who sought to obey the Law of Moses by keeping many rules. They would scorn other Jews who were not so strict about keeping those rules. Jesus called them hypocrites, because they often sinned but would not admit it. (Many Pharisees opposed Jesus and his apostles, sometimes arresting or killing Christians.)","Saduki, pemimpin agama Yahudi",,,,,,,,,,,,,,,,,,,,,,,,,,
n,Filipus,,,"There were several men named Philip. One was a political leader. Another was one of Jesus' first disciples, who also became one of Jesus'twelve apostles. Philip led many Samaritans to Jesus, as well as an Ethiopian official.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Filistin,"orang Filistin, orang-orang Filistin, Filistea",,The Philistines were pagan tribes that dwelt in southern Israel. They sometimes fought against the Israelites. Samson loved a Philistine woman called Delilah.,,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,babi,Babi-babi,,"Pigs, also called swine, are a short, sturdy animal that eat almost anything and who like to roll in mud to keep their skin moist. God's law forbade Israel to eat pig meat (pork).",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Pilatus,,,"Pilate was the Roman governor in charge of Judea in the days when Jesus was teaching. When Jewish leaders arrested Jesus, Pilate agreed to crucify Jesus, even though he knew Jesus was innocent and it was wrong.",,,At least two inscriptions have been uncovered that contain Pilat's name.,,,,,,,,,,,,,,,,,,,,,,,,
t,tulah,Tulah-tulah,,Plagues are any disease or infestation that has a destructive affect on many folk at the same time.,,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,kolam,,water (G); ,usually a man-made hole filled with water for bathing in.,,not helpful in PNG: ; pisin (W from Fr),,,,,,,,,,,,,,,,,,,,,,,,,
t,serambi,,place near the door (G); ,a platform outside a house but near the door.,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Potifar,,,Potiphar was the name of an official in Egypt. He bought Joseph as a slave and later put him into prison. (The name Potiphar may mean African Bull.),,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,memuji,"dipuji, puji, pujilah, pujian, puji-pujian","to speak well of (G);
magnify (W);","Praise is when we tell others how someone else has done good actions. We praise God by telling how he has answered our prayers. Christians often praise God with songs and music, telling about how great he is.","bersyukur, memuliakan",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,berdoa,"doa, mendoakan, didoakan","to speak to God (G);
plead (W);","To pray means to speak or make requests to a powerful human or to a god. Jesus commanded Christians to pray often to God, using Jesus' Name. ","memuji, menyembah",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,memberitakan,"pemberita, diberitakan, berkhotbah, pengkhotbah","tell God's beautiful word (G);
",To preach is to speak a message or to tell story to others that they have not heard before. ,"mengajar, nabi",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,imam,Imam-imam,"giving to God one (R); priest (transliterated) (G);
sacrificer (W);","Priests are religious leaders who (1) offer up sacrifices, (2) teach the Law, (3) mediate disputes, (4) verify healing and (5) mangage the temple and its wealth.",orang Lewi,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Priskila,Priska,,"Priscilla, also called Prisca, was wife of Aquila. They were Jews from Rome who helped Paul to plant churches in Greece and in Syria. (The name Prisca means ""venerable"" in Latin.)",Akwila,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
